STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
IN        ,BALL STATE UNIVERSITY        ,PSE        ,Disability - Others        ,11/26/2019        
IN        ,BALL STATE UNIVERSITY        ,PSE        ,Title IX - Athletics        ,08/15/2024        
IN        ,BALL STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/08/2024        
IN        ,SOUTH COLLEGE        ,PSE        ,Disability - Denial of Benefits        ,08/14/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,03/10/2023        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Others        ,06/28/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,06/28/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,03/24/2023        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,06/28/2024        
IN        ,ROSE-HULMAN INSTITUTE OF TECHNOLOGY        ,PSE        ,Title IX - Denial of Benefits        ,06/02/2023        
IN        ,ROSE-HULMAN INSTITUTE OF TECHNOLOGY        ,PSE        ,Title IX - Single Sex Scholarships        ,03/06/2024        
IN        ,SAINT MARY-OF-THE-WOODS COLLEGE        ,PSE        ,Title VI - Others        ,02/09/2022        
IN        ,SAINT MARY-OF-THE-WOODS COLLEGE        ,PSE        ,Title VI - Retaliation        ,09/06/2022        
IN        ,SAINT MARY-OF-THE-WOODS COLLEGE        ,PSE        ,Title IX - Athletics        ,09/06/2022        
IN        ,SAINT MARY'S COLLEGE        ,PSE        ,Title IX - Others        ,04/04/2023        
IN        ,UNIVERSITY OF EVANSVILLE        ,PSE        ,Title IX - Single Sex Campus Programs        ,04/02/2024        
IN        ,UNIVERSITY OF INDIANAPOLIS        ,PSE        ,Title IX - Athletics        ,08/12/2024        
IN        ,UNIVERSITY OF INDIANAPOLIS        ,PSE        ,Title IX - Single Sex Campus Programs        ,01/18/2024        
IN        ,UNIVERSITY OF INDIANAPOLIS        ,PSE        ,Title IX - Single Sex Scholarships        ,01/18/2024        
IN        ,UNIVERSITY OF NOTRE DAME        ,PSE        ,Title VI - Admissions        ,11/15/2023        
IN        ,UNIVERSITY OF NOTRE DAME        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,05/07/2024        
IN        ,UNIVERSITY OF NOTRE DAME        ,PSE        ,Title IX - Athletics        ,08/22/2024        
IN        ,UNIVERSITY OF NOTRE DAME        ,PSE        ,Title IX - GT/STEM/CTE        ,10/07/2022        
IN        ,UNIVERSITY OF NOTRE DAME        ,PSE        ,Title IX - Sexual Violence        ,04/20/2023        
IN        ,UNIVERSITY OF SAINT FRANCIS        ,PSE        ,Title IX - Athletics        ,08/26/2024        
IN        ,UNIVERSITY OF SOUTHERN INDIANA        ,PSE        ,Title IX - Single Sex Campus Programs        ,07/05/2023        
IN        ,PURDUE UNIVERSITY FORT WAYNE        ,PSE        ,Title IX - Others        ,08/06/2024        
IN        ,PURDUE UNIVERSITY GLOBAL        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
IN        ,PURDUE UNIVERSITY GLOBAL        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
IN        ,PURDUE UNIVERSITY GLOBAL        ,PSE        ,Disability - Retaliation        ,06/25/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,04/20/2022        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,03/25/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Denial of Benefits        ,04/20/2022        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Denial of Benefits        ,03/25/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Denial of Benefits        ,10/02/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Disability Harassment        ,04/20/2022        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,04/20/2022        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,03/25/2024        
IN        ,PURDUE UNIVERSITY-MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,10/16/2020        
IN        ,TRINE UNIVERSITY        ,PSE        ,Title IX - Others        ,08/01/2024        
IA        ,IOWA STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,11/25/2020        
IA        ,KIRKWOOD COMMUNITY COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,08/03/2020        
IA        ,SAINT AMBROSE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,10/26/2022        
IA        ,DRAKE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/21/2024        
IA        ,DRAKE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,02/21/2024        
IA        ,EASTERN IOWA COMMUNITY COLLEGES        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
IA        ,EASTERN IOWA COMMUNITY COLLEGES        ,PSE        ,Disability - Effective Communication        ,05/23/2022        
IA        ,EASTERN IOWA COMMUNITY COLLEGES        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/23/2024        
IA        ,EASTERN IOWA COMMUNITY COLLEGES        ,PSE        ,Title IX - Single Sex Scholarships        ,02/23/2024        
IA        ,IOWA STATE UNIVERSITY        ,PSE        ,Title VI - Others        ,07/25/2023        
IA        ,CENTRAL COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/04/2023        
IA        ,COE COLLEGE        ,PSE        ,Title VI - Others        ,02/14/2024        
IA        ,COE COLLEGE        ,PSE        ,Title IX - GT/STEM/CTE        ,02/14/2024        
IA        ,COE COLLEGE        ,PSE        ,Title IX - Procedural Requirements        ,03/02/2023        
IA        ,COE COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/14/2024        
IA        ,SOUTHEASTERN COMMUNITY COLLEGE        ,PSE        ,Title IX - Discipline        ,09/15/2022        
IA        ,SOUTHEASTERN COMMUNITY COLLEGE        ,PSE        ,Title IX - Retaliation        ,09/15/2022        
IA        ,SOUTHWESTERN COMMUNITY COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,09/11/2024        
IA        ,SOUTHWESTERN COMMUNITY COLLEGE        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/23/2024        
IA        ,SOUTHWESTERN COMMUNITY COLLEGE        ,PSE        ,Title IX - Single Sex Scholarships        ,02/23/2024        
IA        ,UNIVERSITY OF DUBUQUE        ,PSE        ,Title IX - Others        ,03/03/2023        
IA        ,UNIVERSITY OF DUBUQUE        ,PSE        ,Title IX - Procedural Requirements        ,03/03/2023        
IA        ,UNIVERSITY OF DUBUQUE        ,PSE        ,Title IX - Sexual Harassment        ,03/03/2023        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Disability - Others        ,11/26/2019        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Disability - Service Animal        ,11/26/2019        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title VI - Denial of Benefits        ,07/23/2021        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title VI - Denial of Benefits        ,07/23/2021        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title VI - Others        ,02/23/2024        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Others        ,06/24/2022        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Procedural Requirements        ,12/05/2019        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Procedural Requirements        ,11/09/2020        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Retaliation        ,04/02/2024        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Single Sex Campus Programs        ,12/16/2019        
IA        ,UNIVERSITY OF IOWA        ,PSE        ,Title IX - Single Sex Scholarships        ,02/23/2024        
IA        ,UPPER IOWA UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/23/2024        
IA        ,UPPER IOWA UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,02/23/2024        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Disability - Accessibility        ,06/11/2020        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Title VI - Denial of Benefits        ,04/23/2020        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Title IX - Denial of Benefits        ,04/23/2020        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Title IX - Denial of Benefits        ,06/18/2020        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Title IX - Others        ,04/23/2020        
KS        ,UNIVERSITY OF KANSAS SCHOOL OF MEDICINE        ,PSE        ,Title IX - Single Sex Scholarships        ,06/18/2020        
KS        ,WICHITA STATE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,09/19/2023        
KS        ,WICHITA STATE UNIVERSITY        ,PSE        ,Disability - Accessibility        ,09/19/2023        
KS        ,WICHITA STATE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,09/19/2023        
KS        ,PITTSBURG STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,07/08/2020        
KS        ,THE UNIVERSITY OF KANSAS- EDWARDS CAMPUS        ,PSE        ,Disability - Accessibility        ,01/28/2016        
KS        ,JOHNSON COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,04/02/2024        
KS        ,JOHNSON COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Disability Harassment        ,04/02/2024        
KS        ,JOHNSON COUNTY COMMUNITY COLLEGE        ,PSE        ,Disability - Retaliation        ,04/02/2024        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Age - Discrimination Prohibited        ,05/22/2020        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,12/03/2018        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,05/22/2020        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Title VI - Retaliation        ,12/03/2018        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Title IX - Others        ,05/03/2024        
KS        ,KANSAS CITY KANSAS COMMUNITY COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,12/03/2018        
KS        ,EDUCARE AT BUTLER COMMUNITY COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,04/12/2021        
KS        ,EMPORIA STATE UNIVERSITY        ,PSE        ,Title IX - Athletics        ,07/10/2024        
KS        ,EMPORIA STATE UNIVERSITY        ,PSE        ,Title IX - Others        ,07/10/2024        
KS        ,FORT HAYS STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,04/26/2023        
KS        ,FORT HAYS STATE UNIVERSITY        ,PSE        ,Title VI - Others        ,04/26/2023        
KS        ,FORT HAYS STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,06/23/2020        
KS        ,KANSAS STATE UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,09/24/2015        
KS        ,KANSAS STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,09/24/2015        
KS        ,KANSAS STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,03/27/2017        
KS        ,KANSAS STATE UNIVERSITY        ,PSE        ,Title IX - Single Sex Scholarships        ,09/09/2020        
KS        ,NEWMAN UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,02/28/2017        
KS        ,CENTRAL CHRISTIAN COLLEGE OF KANSAS        ,PSE        ,Title IX - Sexual Harassment        ,05/07/2024        
KS        ,CLOUD COUNTY COMMUNITY COLLEGE        ,PSE        ,Title IX - Retaliation        ,07/16/2022        
KS        ,CLOUD COUNTY COMMUNITY COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,07/16/2022        
